OriginalGeneID,ReplacementGeneID
GN7V-49165,GLYMA.09G159400
GN7V-49168,GLYMA.16G057100
GN7V-49171,GLYMA.01G207200
GN7V-49174,GLYMA.05G182600
GN7V-49175,GLYMA.10G297300
GN7V-49177,GLYMA.08G063200
GN7V-49182,GLYMA.04G086500
GN7V-49183,GLYMA.15G252100
GN7V-49186,GLYMA.18G073400
GN7V-49191,GLYMA.14G194300
GN7V-49193,GLYMA.15G264300
GN7V-49196,GLYMA.10G242600
GN7V-49200,GLYMA.18G184800
GN7V-49203,GLYMA.18G184700
GN7V-49207,GLYMA.13G057800
GN7V-49212,GLYMA.09G246100
GN7V-49213,GLYMA.05G147000
GN7V-49217,GLYMA.17G051300
GN7V-49220,GLYMA.13G047300
GN7V-49226,GLYMA.06G176100
GN7V-49229,GLYMA.04G157600
GN7V-49230,GLYMA.07G245300
GN7V-49239,GLYMA.19G233000
GN7V-49241,GLYMA.15G098100
GN7V-49254,GLYMA.08G259500
GN7V-49260,GLYMA.08G255900
GN7V-49262,GLYMA.17G027200
GN7V-49268,GLYMA.10G041000
GN7V-49271,GLYMA.06G318500
GN7V-49274,GLYMA.15G131200
GN7V-49279,GLYMA.08G219400
GN7V-49283,GLYMA.08G125000
GN7V-49285,GLYMA.08G359200
GN7V-49290,GLYMA.05G222900
GN7V-49301,GLYMA.17G156200
GN7V-49302,GLYMA.02G033900
GN7V-49305,GLYMA.07G169000
GN7V-49311,GLYMA.15G152100
GN7V-49313,GLYMA.01G120200
GN7V-49317,GLYMA.06G162300
GN7V-49318,GLYMA.15G114300
GN7V-49321,GLYMA.09G229200
GN7V-49323,GLYMA.05G030700
GN7V-49328,GLYMA.08G127700
GN7V-49329,GLYMA.17G003200
GN7V-49335,GLYMA.11G129600
GN7V-49336,GLYMA.08G163700
GN7V-49337,GLYMA.12G229300
GN7V-49340,GLYMA.09G284700
GN7V-49346,GLYMA.15G233300
GN7V-49348,GLYMA.03G077900
GN7V-49349,GLYMA.05G005300
GN7V-49351,GLYMA.03G129700
GN7V-49356,GLYMA.19G190900
GN7V-49361,GLYMA.03G226000
GN7V-49363,GLYMA.19G247000
GN7V-49364,GLYMA.17G214800
GN7V-49369,GLYMA.12G102900
GN7V-49373,GLYMA.07G136200
GN7V-49374,GLYMA.18G044400
GN7V-49375,GLYMA.02G104500
GN7V-49376,GLYMA.09G187600
GN7V-49377,GLYMA.17G216000
GN7V-49382,GLYMA.08G250500
GN7V-49385,GLYMA.19G135100
GN7V-49386,GLYMA.17G233200
GN7V-49388,GLYMA.08G026900
GN7V-49389,GLYMA.02G156100
GN7V-49394,GLYMA.13G191600
GN7V-49399,GLYMA.13G138300
GN7V-49400,GLYMA.14G201600
GN7V-49402,GLYMA.20G121200
GN7V-49409,GLYMA.13G315200
GN7V-49412,GLYMA.12G141900
GN7V-49414,GLYMA.19G188100
GN7V-49415,GLYMA.19G053500
GN7V-49416,GLYMA.01G200400
GN7V-49418,GLYMA.17G083400
GN7V-49419,GLYMA.09G117600
GN7V-49421,GLYMA.02G290000
GN7V-49433,GLYMA.12G129200
GN7V-49437,GLYMA.08G141500
GN7V-49439,GLYMA.15G257500
GN7V-49442,GLYMA.10G113100
GN7V-49444,GLYMA.17G163200
GN7V-49446,GLYMA.06G179800
GN7V-49448,GLYMA.02G038000
GN7V-49453,GLYMA.05G199900
GN7V-49454,GLYMA.11G017100
GN7V-49458,GLYMA.12G089300
GN7V-49463,GLYMA.11G186900
GN7V-49466,GLYMA.13G351700
GN7V-49467,GLYMA.05G162900
GN7V-49469,GLYMA.09G182200
GN7V-49472,GLYMA.06G137100
GN7V-49475,GLYMA.10G286400
GN7V-49478,GLYMA.05G233000
GN7V-49480,GLYMA.20G040600
GN7V-49481,GLYMA.08G269600
GN7V-49482,GLYMA.01G079800
GN7V-49495,GLYMA.11G133500
GN7V-49498,GLYMA.06G180000
GN7V-49500,GLYMA.02G212600
GN7V-49503,GLYMA.11G088900
GN7V-49505,GLYMA.08G232100
GN7V-49506,GLYMA.06G118800
GN7V-49507,GLYMA.12G138800
GN7V-49510,GLYMA.08G286800
GN7V-49511,GLYMA.04G020800
GN7V-49512,GLYMA.09G215600
GN7V-49514,GLYMA.05G087200
GN7V-49517,GLYMA.13G097800
GN7V-49521,GLYMA.01G002400
GN7V-49526,GLYMA.04G188100
GN7V-49540,GLYMA.19G133200
GN7V-49541,GLYMA.20G145400
GN7V-49543,GLYMA.09G202900
GN7V-49544,GLYMA.14G126500
GN7V-49545,GLYMA.13G113200
GN7V-49549,GLYMA.05G056300
GN7V-49550,GLYMA.04G211100
GN7V-49552,GLYMA.10G032100
GN7V-49555,GLYMA.16G000200
GN7V-49556,GLYMA.11G017000
GN7V-49562,GLYMA.03G037900
GN7V-49565,GLYMA.12G230400
GN7V-49568,GLYMA.14G056800
GN7V-49571,GLYMA.15G197800
GN7V-49573,GLYMA.07G151700
GN7V-49574,GLYMA.19G119000
GN7V-49575,GLYMA.13G288000
GN7V-49578,GLYMA.09G018500
GN7V-49579,GLYMA.03G253500
GN7V-49581,GLYMA.10G069800
GN7V-49591,GLYMA.03G014600
GN7V-49592,GLYMA.04G042100
GN7V-49600,GLYMA.08G019400
GN7V-49602,GLYMA.17G202300
GN7V-49606,GLYMA.13G253100
GN7V-49615,GLYMA.04G159700
GN7V-49616,GLYMA.07G094500
GN7V-49619,GLYMA.07G024300
GN7V-49620,GLYMA.03G004000
GN7V-49622,GLYMA.04G220200
GN7V-49623,GLYMA.14G081200
GN7V-49625,GLYMA.14G112900
GN7V-49632,GLYMA.06G172600
GN7V-49633,GLYMA.05G138300
GN7V-49636,GLYMA.18G102800
GN7V-49637,GLYMA.02G304200
GN7V-49638,GLYMA.10G125000
GN7V-49640,GLYMA.08G210500
GN7V-49641,GLYMA.02G308600
GN7V-49643,GLYMA.13G051800
GN7V-49651,GLYMA.02G046500
GN7V-49655,GLYMA.16G099700
GN7V-49656,GLYMA.U013700
GN7V-49657,GLYMA.12G235100
GN7V-49658,GLYMA.02G244100
GN7V-49660,GLYMA.02G105200
GN7V-49661,GLYMA.18G223500
GN7V-49664,GLYMA.13G106100
GN7V-49665,GLYMA.02G100600
GN7V-49670,GLYMA.17G110500
GN7V-49673,GLYMA.08G362900
GN7V-49674,GLYMA.03G131800
GN7V-49676,GLYMA.10G274700
GN7V-49679,GLYMA.17G109700
GN7V-49682,GLYMA.08G073200
GN7V-49684,GLYMA.19G077300
GN7V-49687,GLYMA.07G204900
GN7V-49691,GLYMA.08G214700
GN7V-49692,GLYMA.07G206800
GN7V-49693,GLYMA.05G085400
GN7V-49695,GLYMA.03G146900
GN7V-49705,GLYMA.01G168800
GN7V-49707,GLYMA.18G250700
GN7V-49708,GLYMA.18G059500
GN7V-49709,GLYMA.05G197200
GN7V-49713,GLYMA.19G043200
GN7V-49714,GLYMA.02G001100
GN7V-49716,GLYMA.08G030500
GN7V-49717,GLYMA.08G058800
GN7V-49718,GLYMA.07G266700
GN7V-49723,GLYMA.17G019500
GN7V-49724,GLYMA.07G139700
GN7V-49725,GLYMA.03G032700
GN7V-49726,GLYMA.11G209800
GN7V-49732,GLYMA.20G023200
GN7V-49734,GLYMA.06G109600
GN7V-49735,GLYMA.13G132400
GN7V-49740,GLYMA.17G045400
GN7V-49747,GLYMA.08G074700
GN7V-49749,GLYMA.11G222500
GN7V-49750,GLYMA.08G066600
GN7V-49751,GLYMA.10G001000
GN7V-49752,GLYMA.08G086000
GN7V-49753,GLYMA.08G359100
GN7V-49758,GLYMA.16G158700
GN7V-49764,GLYMA.02G282000
GN7V-49765,GLYMA.12G002100
GN7V-49766,GLYMA.02G165300
GN7V-49767,GLYMA.15G260300
GN7V-49769,GLYMA.19G076200
GN7V-49772,GLYMA.12G129500
GN7V-49776,GLYMA.13G223000
GN7V-49779,GLYMA.12G173900
GN7V-49780,GLYMA.08G182300
GN7V-49782,GLYMA.16G077900
GN7V-49783,GLYMA.05G219800
GN7V-49792,GLYMA.06G069600
GN7V-49798,GLYMA.05G063900
GN7V-49802,GLYMA.09G225000
GN7V-49806,GLYMA.19G038400
GN7V-49808,GLYMA.13G371000
GN7V-49812,GLYMA.13G137800
GN7V-49813,GLYMA.08G164100
GN7V-49814,GLYMA.07G182300
GN7V-49818,GLYMA.03G101300
GN7V-49820,GLYMA.11G067800
GN7V-49821,GLYMA.02G136200
GN7V-49822,GLYMA.17G257800
GN7V-49823,GLYMA.14G150200
GN7V-49825,GLYMA.14G009300
GN7V-49828,GLYMA.10G007700
GN7V-49829,GLYMA.03G032600
GN7V-49832,GLYMA.07G221300
GN7V-49835,GLYMA.01G219000
GN7V-49842,GLYMA.17G083700
GN7V-49845,GLYMA.10G267200
GN7V-49847,GLYMA.17G214200
GN7V-49849,GLYMA.U029400
GN7V-49854,GLYMA.02G016400
GN7V-49865,GLYMA.13G180100
GN7V-49869,GLYMA.03G037700
GN7V-49871,GLYMA.13G251100
GN7V-49872,GLYMA.13G182000
GN7V-49878,GLYMA.20G243700
GN7V-49879,GLYMA.08G322300
GN7V-49883,GLYMA.06G184700
GN7V-49884,GLYMA.12G133500
GN7V-49891,GLYMA.15G276400
GN7V-49893,GLYMA.08G355700
GN7V-49894,GLYMA.05G124900
GN7V-49895,GLYMA.10G222400
GN7V-49897,GLYMA.10G265400
GN7V-49901,GLYMA.13G319000
GN7V-49902,GLYMA.09G266900
GN7V-49910,GLYMA.11G079400
GN7V-49911,GLYMA.18G244900
GN7V-49912,GLYMA.09G218600
GN7V-49914,GLYMA.18G182200
GN7V-49916,GLYMA.11G094300
GN7V-49917,GLYMA.06G085300
GN7V-49918,GLYMA.15G089300
GN7V-49919,GLYMA.18G148200
GN7V-49921,GLYMA.10G086600
GN7V-49922,GLYMA.19G231700
GN7V-49923,GLYMA.02G118300
GN7V-49924,GLYMA.20G148800
GN7V-49925,GLYMA.11G038000
GN7V-49926,GLYMA.10G155300
GN7V-49927,GLYMA.06G137000
GN7V-49928,GLYMA.15G031700
GN7V-49929,GLYMA.11G043300
GN7V-49933,GLYMA.17G015300
GN7V-49934,GLYMA.13G242000
GN7V-49935,GLYMA.06G252400
GN7V-49941,GLYMA.04G111300
GN7V-49944,GLYMA.10G005200
GN7V-49946,GLYMA.07G087400
GN7V-49949,GLYMA.16G176000
GN7V-49952,GLYMA.17G207900
GN7V-49955,GLYMA.14G207200
GN7V-49956,GLYMA.03G206100
GN7V-49960,GLYMA.13G213500
GN7V-49962,GLYMA.01G169200
GN7V-49963,GLYMA.05G106900
GN7V-49964,GLYMA.U025100
GN7V-49965,GLYMA.13G326600
GN7V-49966,GLYMA.01G167500
GN7V-49967,GLYMA.12G199700
GN7V-49970,GLYMA.07G013900
GN7V-49979,GLYMA.11G229900
GN7V-49980,GLYMA.12G084100
GN7V-49984,GLYMA.05G022900
GN7V-49986,GLYMA.17G248200
GN7V-49988,GLYMA.08G122400
GN7V-49989,GLYMA.19G184300
GN7V-49993,GLYMA.06G035200
GN7V-49994,GLYMA.02G241400
GN7V-49999,GLYMA.10G209800
GN7V-50006,GLYMA.12G178000
GN7V-50015,GLYMA.11G256700
GN7V-50022,GLYMA.08G338200
GN7V-50034,GLYMA.13G269200
GN7V-50035,GLYMA.11G080700
GN7V-50036,GLYMA.05G116300
GN7V-50043,GLYMA.15G058900
GN7V-50047,GLYMA.01G057300
GN7V-50050,GLYMA.16G203600
GN7V-50053,GLYMA.15G264200
GN7V-50055,GLYMA.17G124500
GN7V-50056,GLYMA.12G241800
GN7V-50059,GLYMA.07G195900
GN7V-50062,GLYMA.03G108200
GN7V-50064,GLYMA.17G142000
GN7V-50066,GLYMA.09G101000
GN7V-50070,GLYMA.04G083500
GN7V-50073,GLYMA.18G232200
GN7V-50074,GLYMA.14G141200
GN7V-50075,GLYMA.18G286200
GN7V-50077,GLYMA.01G081300
GN7V-50078,GLYMA.07G140400
GN7V-50081,GLYMA.01G075300
GN7V-50085,GLYMA.05G050500
GN7V-50092,GLYMA.11G074700
GN7V-50094,GLYMA.03G076500
GN7V-50096,GLYMA.10G100800
GN7V-50100,GLYMA.18G222900
GN7V-50103,GLYMA.04G025000
GN7V-50108,GLYMA.06G163300
GN7V-50109,GLYMA.15G149900
GN7V-50111,GLYMA.12G012500
GN7V-50113,GLYMA.18G166000
GN7V-50115,GLYMA.11G073300
GN7V-50120,GLYMA.10G066700
GN7V-50126,GLYMA.17G012300
GN7V-50131,GLYMA.05G216400
GN7V-50135,GLYMA.07G162900
GN7V-50144,GLYMA.14G192100
GN7V-50146,GLYMA.03G164400
GN7V-50147,GLYMA.16G113200
GN7V-50148,GLYMA.15G276800
GN7V-50150,GLYMA.03G226800
GN7V-50157,GLYMA.06G310100
GN7V-50159,GLYMA.17G173800
GN7V-50163,GLYMA.17G161900
GN7V-50164,GLYMA.03G113200
GN7V-50165,GLYMA.17G037300
GN7V-50166,GLYMA.06G049400
GN7V-50167,GLYMA.13G079100
GN7V-50170,GLYMA.02G293600
GN7V-50174,GLYMA.02G119600
GN7V-50177,GLYMA.05G217300
GN7V-50179,GLYMA.U041600
GN7V-50181,GLYMA.18G034300
GN7V-50185,GLYMA.10G060200
GN7V-50188,GLYMA.03G236300
GN7V-50189,GLYMA.13G231100
GN7V-50191,GLYMA.19G102800
GN7V-50194,GLYMA.20G192200
GN7V-50198,GLYMA.13G146100
GN7V-50199,GLYMA.08G005000
GN7V-50202,GLYMA.09G169200
GN7V-50203,GLYMA.04G126500
GN7V-50206,GLYMA.10G241000
GN7V-50214,GLYMA.13G232500
GN7V-50215,GLYMA.04G189700
GN7V-50218,GLYMA.18G156600
GN7V-50219,GLYMA.10G065600
GN7V-50221,GLYMA.17G214100
GN7V-50235,GLYMA.19G014700
GN7V-50237,GLYMA.18G120400
GN7V-50240,GLYMA.02G063500
GN7V-50242,GLYMA.05G092000
GN7V-50243,GLYMA.09G022000
GN7V-50244,GLYMA.02G230500
GN7V-50245,GLYMA.09G048400
GN7V-50249,GLYMA.09G051200
GN7V-50250,GLYMA.08G335200
GN7V-50252,GLYMA.19G244100
GN7V-50260,GLYMA.17G174100
GN7V-50262,GLYMA.09G091100
GN7V-50264,GLYMA.01G068100
GN7V-50272,GLYMA.19G021500
GN7V-50274,GLYMA.12G042700
GN7V-50275,GLYMA.04G240800
GN7V-50276,GLYMA.05G066200
GN7V-50279,GLYMA.01G194300
GN7V-50283,GLYMA.15G102000
GN7V-50284,GLYMA.20G179400
GN7V-50285,GLYMA.06G182100
GN7V-50288,GLYMA.08G292100
GN7V-50292,GLYMA.05G226800
GN7V-50293,GLYMA.03G205400
GN7V-50294,GLYMA.13G210400
GN7V-50298,GLYMA.17G034100
GN7V-50299,GLYMA.19G250400
GN7V-50300,GLYMA.11G072000
GN7V-50302,GLYMA.20G020800
GN7V-50305,GLYMA.06G250800
GN7V-50308,GLYMA.08G232600
GN7V-50311,GLYMA.01G187500
GN7V-50314,GLYMA.18G296300
GN7V-50316,GLYMA.10G127300
GN7V-50317,GLYMA.18G260100
GN7V-50323,GLYMA.13G240500
GN7V-50324,GLYMA.02G100300
GN7V-50328,GLYMA.02G023000
GN7V-50330,GLYMA.09G075200
GN7V-50336,GLYMA.17G041200
GN7V-50338,GLYMA.17G196700
GN7V-50339,GLYMA.06G019800
GN7V-50340,GLYMA.09G157700
GN7V-50341,GLYMA.11G011200
GN7V-50343,GLYMA.07G121700
GN7V-50344,GLYMA.06G110600
GN7V-50352,GLYMA.13G052800
GN7V-50353,GLYMA.10G272800
GN7V-50355,GLYMA.03G157700
GN7V-50357,GLYMA.02G170500
GN7V-50359,GLYMA.13G355600
GN7V-50361,GLYMA.18G208600
GN7V-50362,GLYMA.06G056700
GN7V-50364,GLYMA.06G315100
GN7V-50369,GLYMA.08G120400
GN7V-50370,GLYMA.16G180500
GN7V-50371,GLYMA.14G178500
GN7V-50373,GLYMA.06G162800
GN7V-50375,GLYMA.06G254900
GN7V-50376,GLYMA.06G186300
GN7V-50377,GLYMA.17G259600
GN7V-50379,GLYMA.14G191900
GN7V-50381,GLYMA.08G174600
GN7V-50384,GLYMA.06G028600
GN7V-50385,GLYMA.08G175100
GN7V-50386,GLYMA.14G165200
GN7V-50389,GLYMA.06G110900
GN7V-50392,GLYMA.18G139900
GN7V-50393,GLYMA.08G031700
GN7V-50395,GLYMA.03G208700
GN7V-50396,GLYMA.09G111900
GN7V-50397,GLYMA.18G070000
GN7V-50400,GLYMA.15G207600
GN7V-50402,GLYMA.11G073400
GN7V-50403,GLYMA.07G117900
GN7V-50406,GLYMA.09G002500
GN7V-50408,GLYMA.07G126100
GN7V-50410,GLYMA.10G019900
GN7V-50412,GLYMA.16G017200
GN7V-50414,GLYMA.03G228400
GN7V-50419,GLYMA.09G208300
GN7V-50420,GLYMA.12G190400
GN7V-50421,GLYMA.15G234800
GN7V-50425,GLYMA.05G051900
GN7V-50429,GLYMA.16G155800
GN7V-50435,GLYMA.18G213100
GN7V-50439,GLYMA.09G272700
GN7V-50442,GLYMA.18G211000
GN7V-50443,GLYMA.07G124000
GN7V-50445,GLYMA.15G012100
GN7V-50453,GLYMA.04G103600
GN7V-50454,GLYMA.08G002500
GN7V-50459,GLYMA.02G094800
GN7V-50461,GLYMA.13G144900
GN7V-50463,GLYMA.17G108200
GN7V-50467,GLYMA.06G206700
GN7V-50476,GLYMA.07G269400
GN7V-50477,GLYMA.17G209900
GN7V-50481,GLYMA.16G044300
GN7V-50482,GLYMA.14G220900
GN7V-50484,GLYMA.19G030800
GN7V-50485,GLYMA.01G208100
GN7V-50490,GLYMA.18G184900
GN7V-50492,GLYMA.08G086700
GN7V-50498,GLYMA.11G209100
GN7V-50499,GLYMA.15G052500
GN7V-50500,GLYMA.11G137500
GN7V-50502,GLYMA.11G232700
GN7V-50503,GLYMA.03G086600
GN7V-50505,GLYMA.08G197300
GN7V-50507,GLYMA.05G228500
GN7V-50509,GLYMA.05G181000
GN7V-50510,GLYMA.13G167100
GN7V-50513,GLYMA.16G089100
GN7V-50520,GLYMA.08G296800
GN7V-50522,GLYMA.19G076300
GN7V-50523,GLYMA.14G023000
GN7V-50524,GLYMA.15G245500
GN7V-50525,GLYMA.18G028300
GN7V-50526,GLYMA.13G231600
GN7V-50530,GLYMA.18G221600
GN7V-50531,GLYMA.03G027900
GN7V-50535,GLYMA.08G244500
GN7V-50540,GLYMA.11G116900
GN7V-50541,GLYMA.04G184900
GN7V-50549,GLYMA.15G015100
GN7V-50550,GLYMA.18G251500
GN7V-50553,GLYMA.04G049200
GN7V-50554,GLYMA.18G256800
GN7V-50558,GLYMA.11G176400
GN7V-50560,GLYMA.09G285900
GN7V-50561,GLYMA.16G218800
GN7V-50562,GLYMA.20G077400
GN7V-50564,GLYMA.17G253800
GN7V-50569,GLYMA.05G212500
GN7V-50572,GLYMA.07G151300
GN7V-50573,GLYMA.16G160600
GN7V-50576,GLYMA.09G262600
GN7V-50577,GLYMA.11G084000
GN7V-50580,GLYMA.02G049000
GN7V-50586,GLYMA.16G033300
GN7V-50587,GLYMA.12G092300
GN7V-50599,GLYMA.06G316900
GN7V-50603,GLYMA.05G105200
GN7V-50604,GLYMA.05G046900
GN7V-50607,GLYMA.14G044200
GN7V-50613,GLYMA.04G166100
GN7V-50614,GLYMA.09G277400
GN7V-50615,GLYMA.01G232100
GN7V-50616,GLYMA.02G239300
GN7V-50619,GLYMA.18G145700
GN7V-50621,GLYMA.01G111400
GN7V-50622,GLYMA.14G209600
GN7V-50623,GLYMA.09G222800
GN7V-50625,GLYMA.08G196800
GN7V-50626,GLYMA.10G200100
GN7V-50627,GLYMA.07G140300
GN7V-50628,GLYMA.07G183300
GN7V-50631,GLYMA.14G045000
GN7V-50637,GLYMA.02G286100
GN7V-50641,GLYMA.06G085400
GN7V-50643,GLYMA.01G119500
GN7V-50646,GLYMA.13G148700
GN7V-50648,GLYMA.20G047100
GN7V-50650,GLYMA.04G074500
GN7V-50651,GLYMA.10G064300
GN7V-50653,GLYMA.11G081500
GN7V-50656,GLYMA.17G134200
GN7V-50657,GLYMA.15G201200
GN7V-50664,GLYMA.06G120700
GN7V-50666,GLYMA.02G020500
GN7V-50667,GLYMA.19G242300
GN7V-50669,GLYMA.08G019900
GN7V-50670,GLYMA.08G060100
GN7V-50672,GLYMA.16G024300
GN7V-50674,GLYMA.03G132700
GN7V-50675,GLYMA.17G178700
GN7V-50676,GLYMA.17G118300
GN7V-50685,GLYMA.19G263300
GN7V-50687,GLYMA.20G169200
GN7V-50689,GLYMA.08G063500
GN7V-50690,GLYMA.03G021000
GN7V-50691,GLYMA.19G050800
GN7V-50692,GLYMA.09G148100
GN7V-50693,GLYMA.20G190100
GN7V-50695,GLYMA.08G062000
GN7V-50696,GLYMA.08G097100
GN7V-50697,GLYMA.18G158900
GN7V-50699,GLYMA.18G257900
GN7V-50702,GLYMA.12G210000
GN7V-50703,GLYMA.01G040700
GN7V-50705,GLYMA.12G011800
GN7V-50706,GLYMA.15G028200
GN7V-50708,GLYMA.08G363700
GN7V-50711,GLYMA.05G210900
GN7V-50716,GLYMA.10G290100
GN7V-50719,GLYMA.07G000300
GN7V-50720,GLYMA.08G204300
GN7V-50721,GLYMA.13G045700
GN7V-50722,GLYMA.15G065800
GN7V-50723,GLYMA.13G083400
GN7V-50726,GLYMA.02G018700
GN7V-50727,GLYMA.17G041100
GN7V-50730,GLYMA.04G081000
GN7V-50731,GLYMA.15G018500
GN7V-50733,GLYMA.03G115900
GN7V-50734,GLYMA.07G126600
GN7V-50735,GLYMA.06G295000
GN7V-50736,GLYMA.08G159500
GN7V-50737,GLYMA.06G240700
GN7V-50741,GLYMA.15G034000
GN7V-50747,GLYMA.11G155900
GN7V-50753,GLYMA.05G186500
GN7V-50754,GLYMA.05G073600
GN7V-50762,GLYMA.14G198000
GN7V-50766,GLYMA.08G247200
GN7V-50768,GLYMA.05G108900
GN7V-50775,GLYMA.01G177600
GN7V-50778,GLYMA.18G164100
GN7V-50779,GLYMA.06G191500
GN7V-50780,GLYMA.06G235900
GN7V-50783,GLYMA.19G198200
GN7V-50786,GLYMA.07G142500
GN7V-50788,GLYMA.14G157400
GN7V-50789,GLYMA.16G033800
GN7V-50797,GLYMA.08G029900
GN7V-50799,GLYMA.07G165100
GN7V-50807,GLYMA.04G173000
GN7V-50809,GLYMA.12G159100
GN7V-50813,GLYMA.15G094500
GN7V-50815,GLYMA.04G035000
GN7V-50818,GLYMA.03G138200
GN7V-50827,GLYMA.12G097700
GN7V-50831,GLYMA.13G198700
GN7V-50832,GLYMA.07G209300
GN7V-50835,GLYMA.04G205600
GN7V-50841,GLYMA.13G203900
GN7V-50842,GLYMA.07G129000
GN7V-50843,GLYMA.11G070300
GN7V-50844,GLYMA.08G031100
GN7V-50848,GLYMA.12G202200
GN7V-50851,GLYMA.11G020700
GN7V-50855,GLYMA.17G097800
GN7V-50858,GLYMA.19G190600
GN7V-50859,GLYMA.11G225600
GN7V-50861,GLYMA.13G351100
GN7V-50866,GLYMA.16G175400
GN7V-50868,GLYMA.01G159600
GN7V-50869,GLYMA.19G070900
GN7V-50871,GLYMA.08G047800
GN7V-50873,GLYMA.10G180600
GN7V-50874,GLYMA.06G317600
GN7V-50875,GLYMA.04G082300
GN7V-50876,GLYMA.08G351800
GN7V-50882,GLYMA.09G062600
GN7V-50883,GLYMA.03G071100
GN7V-50884,GLYMA.01G067200
GN7V-50885,GLYMA.12G054100
GN7V-50888,GLYMA.04G142700
GN7V-50896,GLYMA.15G266700
GN7V-50899,GLYMA.20G093000
GN7V-50903,GLYMA.10G250300
GN7V-50905,GLYMA.04G073800
GN7V-50910,GLYMA.07G119400
GN7V-50915,GLYMA.20G192100
GN7V-50916,GLYMA.10G114600
GN7V-50920,GLYMA.05G163800
GN7V-50921,GLYMA.17G198700
GN7V-50922,GLYMA.10G127400
GN7V-50932,GLYMA.03G214700
GN7V-50934,GLYMA.09G118600
GN7V-50938,GLYMA.05G120400
GN7V-50939,GLYMA.08G218100
GN7V-50941,GLYMA.11G097900
GN7V-50942,GLYMA.10G105200
GN7V-50943,GLYMA.01G204900
GN7V-50946,GLYMA.01G007900
GN7V-50948,GLYMA.01G014200
GN7V-50952,GLYMA.14G044500
GN7V-50953,GLYMA.13G296600
GN7V-50954,GLYMA.20G026700
GN7V-50956,GLYMA.10G076500
GN7V-50961,GLYMA.06G245000
GN7V-50962,GLYMA.19G030700
GN7V-50963,GLYMA.03G027300
GN7V-50973,GLYMA.02G267100
GN7V-50974,GLYMA.19G008300
GN7V-50975,GLYMA.09G119200
GN7V-50977,GLYMA.16G131200
GN7V-50978,GLYMA.06G229100
GN7V-50980,GLYMA.06G194500
GN7V-50981,GLYMA.02G202300
GN7V-50983,GLYMA.U019200
GN7V-50988,GLYMA.16G096300
GN7V-50999,GLYMA.16G083500
GN7V-51001,GLYMA.04G048100
GN7V-51006,GLYMA.03G040600
GN7V-51009,GLYMA.05G126500
GN7V-51012,GLYMA.19G238900
GN7V-51013,GLYMA.18G239900
GN7V-51014,GLYMA.06G139500
GN7V-51016,GLYMA.10G041800
GN7V-51018,GLYMA.20G027800
GN7V-51022,GLYMA.01G184200
GN7V-51031,GLYMA.09G137300
GN7V-51032,GLYMA.16G219600
GN7V-51033,GLYMA.13G075100
GN7V-51034,GLYMA.06G185100
GN7V-51035,GLYMA.03G187300
GN7V-51037,GLYMA.16G165900
GN7V-51042,GLYMA.02G008000
GN7V-51044,GLYMA.06G082700
GN7V-51052,GLYMA.17G027700
GN7V-51053,GLYMA.04G224400
GN7V-51054,GLYMA.08G201200
GN7V-51056,GLYMA.15G250100
GN7V-51057,GLYMA.17G077000
GN7V-51058,GLYMA.08G309800
GN7V-51059,GLYMA.10G041700
GN7V-51060,GLYMA.09G192800
GN7V-51062,GLYMA.08G150100
GN7V-51064,GLYMA.18G229300
GN7V-51068,GLYMA.09G070300
GN7V-51070,GLYMA.02G120600
GN7V-51071,GLYMA.01G025500
GN7V-51072,GLYMA.15G072900
GN7V-51074,GLYMA.12G163400
GN7V-51075,GLYMA.18G049500
GN7V-51080,GLYMA.09G073700
GN7V-51081,GLYMA.09G284800
GN7V-51082,GLYMA.04G193400
GN7V-51085,GLYMA.07G094200
GN7V-51087,GLYMA.19G069500
GN7V-51089,GLYMA.09G044500
GN7V-51098,GLYMA.07G254800
GN7V-51101,GLYMA.15G251800
GN7V-51106,GLYMA.13G115700
GN7V-51108,GLYMA.14G051000
GN7V-51113,GLYMA.18G120900
GN7V-51114,GLYMA.03G173000
GN7V-51116,GLYMA.13G118300
GN7V-51117,GLYMA.13G064300
GN7V-51121,GLYMA.10G186500
GN7V-51125,GLYMA.11G030800
GN7V-51133,GLYMA.07G121900
GN7V-51135,GLYMA.02G142000
GN7V-51137,GLYMA.18G212600
GN7V-51138,GLYMA.07G273100
GN7V-51139,GLYMA.10G189400
GN7V-51142,GLYMA.19G003300
GN7V-51143,GLYMA.20G185700
GN7V-51148,GLYMA.13G145500
GN7V-51149,GLYMA.06G113500
GN7V-51150,GLYMA.02G225300
GN7V-51151,GLYMA.15G097100
GN7V-51158,GLYMA.10G248800
GN7V-51159,GLYMA.17G259100
GN7V-51160,GLYMA.08G329800
GN7V-51161,GLYMA.16G027700
GN7V-51162,GLYMA.06G061500
GN7V-51164,GLYMA.02G169400
GN7V-51167,GLYMA.02G294000
GN7V-51170,GLYMA.16G080700
GN7V-51172,GLYMA.01G102900
GN7V-51173,GLYMA.05G075000
GN7V-51178,GLYMA.20G118900
GN7V-51186,GLYMA.07G083200
GN7V-51187,GLYMA.03G111000
GN7V-51188,GLYMA.19G190800
GN7V-51190,GLYMA.05G091600
GN7V-51192,GLYMA.04G153700
GN7V-51193,GLYMA.12G031800
GN7V-51201,GLYMA.18G220200
GN7V-51204,GLYMA.04G031500
